Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_67.txt,0.320886,0.006480,,convex,-3.216330,4.556960,6.979520
cluster_68.txt,0.662025,0.015080,,convex,-3.191750,4.547300,6.984820
cluster_69.txt,10.695713,0.042460,,convex,-3.207520,4.593370,7.006950
cluster_7.txt,19.915368,0.051470,,convex,-3.126740,4.055260,6.999990
cluster_70.txt,13.196464,0.041620,,convex,-3.169980,4.605850,6.998470
cluster_71.txt,1.961733,0.011770,,convex,-3.098330,4.270250,6.968780
cluster_72.txt,3.405325,0.020790,,convex,-3.087640,4.307970,6.978640
cluster_73.txt,8.425836,0.033010,,convex,-3.053960,4.314270,6.987560
cluster_74.txt,1.187242,0.012380,,convex,-3.081460,4.281940,6.973390
cluster_75.txt,6.696852,0.027560,,convex,-3.103880,4.406520,6.981090
cluster_76.txt,1.001665,0.010570,,convex,-3.057430,4.365390,6.969370
cluster_77.txt,1.147630,0.011280,,convex,-3.027220,4.396110,6.970940
cluster_78.txt,3.403339,0.021710,,convex,-3.018540,4.356970,6.982070
cluster_79.txt,3.617435,0.016630,,convex,-3.002570,4.328920,6.977720
cluster_8.txt,3.783567,0.024450,,convex,-2.934550,3.971250,6.984080
cluster_80.txt,4.614614,0.022540,,convex,-2.922680,4.261200,6.980540
cluster_81.txt,2.588378,0.018700,,convex,-2.868260,4.246890,6.984260
cluster_82.txt,4.034281,0.018860,,convex,-2.826250,4.263240,6.981250
cluster_83.txt,0.702259,0.005980,,convex,-2.899010,4.306950,6.969990
cluster_84.txt,1.706586,0.016240,,convex,-2.865510,4.297940,6.982590
cluster_85.txt,3.932956,0.027600,,convex,-2.820820,4.302150,6.990920
cluster_86.txt,5.162759,0.035700,,convex,-2.914960,4.387880,7.006660
cluster_87.txt,1.634277,0.014730,,convex,-2.854160,4.352870,6.982270
cluster_88.txt,25.715295,0.049510,,convex,-2.862270,4.390960,7.020210
cluster_89.txt,1.022415,0.018310,,convex,-2.844740,4.393060,6.982780
cluster_9.txt,13.468605,0.043570,,convex,-2.911770,4.027570,6.999770
cluster_90.txt,18.527882,0.039200,,convex,-3.119940,4.470080,6.995440
cluster_91.txt,0.795776,0.008860,,convex,-3.063100,4.446830,6.966620
cluster_92.txt,3.750008,0.040770,,convex,-3.071290,4.489220,6.997350
cluster_93.txt,6.661037,0.028430,,convex,-3.029610,4.461180,6.980740
cluster_94.txt,0.747494,0.011370,,convex,-3.032090,4.491650,6.967700
cluster_95.txt,1.449200,0.026230,,convex,-3.084390,4.454370,6.989420
cluster_96.txt,4.676428,0.033640,,convex,-2.982560,4.438000,6.993390
cluster_97.txt,1.987329,0.014250,,convex,-2.955550,4.459890,6.971140
cluster_98.txt,1.356067,0.009390,,convex,-2.976780,4.488970,6.962220
cluster_99.txt,0.753848,0.009550,,convex,-2.924330,4.430230,6.974660
